Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,READM-30-AMI-HRRP,READM-30-COPD-HRRP,READM-30-HF-HRRP,READM-30-HIP-KNEE-HRRP,READM-30-PN-HRRP,Central line-associated blood stream infections (CLABSI),Catheter-Associated Urinary Tract Infections (CAUTI),Surgical Site Infection from colon surgery (SSI: Colon),Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),Payment for heart attack patients,SCIP-Inf-1_Achievement Points,SCIP-Inf-2_Achievement Points,SCIP-Inf-3_Achievement Points,SCIP-Inf-4_Achievement Points,SCIP-Inf-9_Achievement Points,Communication with Nurses Achievement Points,Communication with Doctors Achievement Points,Responsiveness of Hospital Staff Achievement Points,Pain Management Achievement Points,Communication about Medicines Achievement Points,Cleanliness and Quietness of Hospital Environment Achievement Points,Discharge Information Achievement Points,Overall Rating of Hospital Achievement Points,HF-1 Achievement Points,MORT-30-AMI Achievement Points,MORT-30-HF Achievement Points,MORT-30-PN Performance Rate,PN-3b Achievement Points,PN-6 Achievement Points,SCIP-Card-2 Achievement Points,SCIP-VTE-2 Achievement Points,Weighted Clinical Process of Care Domain Score,Weighted Patient Experience of Care Domain Score,Weighted Outcome Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Home Health Agency,Hospice,Inpatient,Outpatient,Skilled Nursing Facility,Durable Medical Equipment,Carrier,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Median
521314,MAYO CLINIC HEALTH SYSTEM  CHIPPEWA VALLEY,1501 THOMPSON ST,BLOOMER,WI,54724,CHIPPEWA,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"48,146"
521315,MAYO CLINIC HEALTH SYSTEM  NORTHLAND,1222 E WOODLAND AVE,BARRON,WI,54812,BARRON,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"40,183"
521316,TRI COUNTY MEMORIAL HOSPITAL,18601 LINCOLN ST,WHITEHALL,WI,54773,TREMPEALEAU,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"41,879"
521317,CALUMET MEDICAL CENTER,614 MEMORIAL DRIVE,CHILTON,WI,53014,CALUMET,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"54,776"
521318,LADD MEMORIAL HOSPITAL,2600 65TH AVENUE,OSCEOLA,WI,54020,POLK,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"56,352"
521319,EDGERTON HOSPITAL AND HEALTH SERVICES,11101 N SHERMAN ROAD,EDGERTON,WI,53534,ROCK,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"53,425"
521320,TOMAH MEMORIAL HOSPITAL,321 BUTTS AVE,TOMAH,WI,54660,MONROE,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19584,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"45,820"
521321,RIPON MEDICAL CENTER,933 NEWBURY ST,RIPON,WI,54971,FOND DU LAC,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"46,242"
521322,GRANT REGIONAL HEALTH CENTER,507 S MONROE ST,LANCASTER,WI,53813,GRANT,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,0.876,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"43,305"
521323,MEMORIAL MEDICAL CENTER,216 SUNSET PLACE,NEILLSVILLE,WI,54456,CLARK,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"38,520"
521324,MEMORIAL HEALTH CENTER,135 S GIBSON ST,MEDFORD,WI,54451,TAYLOR,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"38,870"
521325,FLAMBEAU HOSPITAL,98 SHERRY AVE,PARK FALLS,WI,54552,PRICE,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"42,119"
521326,THEDACARE MEDICAL CENTER NEW LONDON,1405 MILL ST,NEW LONDON,WI,54961,OUTAGAMIE,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,0.978,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"54,788"
521327,WAUPUN MEMORIAL HOSPITAL,620 W BROWN ST,WAUPUN,WI,53963,DODGE,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"45,255"
521328,RUSK COUNTY MEMORIAL HOSPITAL,900 COLLEGE AVE WEST,LADYSMITH,WI,54848,RUSK,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,1.231,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"35,236"
521329,ST MARYS HOSPITAL OF SUPERIOR,3500 TOWER AVE,SUPERIOR,WI,54880,DOUGLAS,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"40,168"
521330,CROSSING RIVERS HEALTH MEDICAL CENTER,705 E TAYLOR ST,PRAIRIE DU CHIEN,WI,53821,CRAWFORD,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,0.904,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"38,256"
521331,BURNETT MEDICAL CENTER,257 W ST GEORGE AVE,GRANTSBURG,WI,54840,BURNETT,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"43,125"
521332,SPOONER HEALTH SYSTEM,819 ASH STREET,SPOONER,WI,54801,WASHBURN,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"41,367"
521333,BLACK RIVER MEMORIAL HOSPITAL,711 W ADAMS ST,BLACK RIVER FALLS,WI,54615,JACKSON,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"27,645"
521334,RIVERSIDE MEDICAL CENTER,800 RIVERSIDE DRIVE,WAUPACA,WI,54981,WAUPACA,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"42,935"
521335,HUDSON HOSPITAL,405 STAGELINE ROAD,HUDSON,WI,54016,SAINT CROIX,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"82,758"
521336,HAYWARD AREA MEMORIAL HOSPITAL,11040 N STATE RD 77,HAYWARD,WI,54843,SAWYER,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"38,690"
521337,ST CROIX REGIONAL MEDICAL CTR,235 STATE STREET,SAINT CROIX FALLS,WI,54024,POLK,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,18673,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"50,404"
521338,COLUMBUS COMMUNITY HOSPITAL,1515 PARK AVE,COLUMBUS,WI,53925,COLUMBIA,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,1.370,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"52,921"
521339,GOOD SAMARITAN HEALTH CENTER,601 S CENTER AVE,MERRILL,WI,54452,LINCOLN,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"49,033"
521340,MAYO CLINIC HEALTH SYSTEM  RED CEDAR,2321 STOUT RD,MENOMONIE,WI,54751,DUNN,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"43,365"
521341,RICHLAND HOSPITAL,333 E SECOND ST,RICHLAND CENTER,WI,53581,RICHLAND,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"40,739"
521342,INDIANHEAD MEDICAL CTR,113 4TH AVE,SHELL LAKE,WI,54871,WASHBURN,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"43,213"
521343,STOUGHTON HOSPITAL,900 RIDGE ST,STOUGHTON,WI,53589,DANE,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"67,097"
521344,GUNDERSEN BOSCOBEL AREA HOSPITAL AND CLINICS,205 PARKER ST,BOSCOBEL,WI,53805,GRANT,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"43,081"
521345,WESTFIELDS HOSPITAL AND CLINIC,535 HOSPITAL RD,NEW RICHMOND,WI,54017,SAINT CROIX,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"61,709"
521346,SHAWANO MEDICAL CTR,309 N BARTLETTE ST,SHAWANO,WI,54166,SHAWANO,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"43,943"
521347,BALDWIN AREA MEDICAL CENTER,730 10TH AVE,BALDWIN,WI,54002,SAINT CROIX,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"60,438"
521348,VERNON MEMORIAL HOSPITAL,507 SOUTH MAIN ST,VIROQUA,WI,54665,VERNON,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"39,485"
521349,RIVER FALLS AREA HOSPITAL,1629 E DIVISION ST,RIVER FALLS,WI,54022,PIERCE,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"57,463"
521350,LANGLADE HOSPITAL,112 E FIFTH ST,ANTIGO,WI,54409,LANGLADE,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"42,990"
521351,REEDSBURG AREA MEDICAL CTR,2000 N DEWEY AVE,REEDSBURG,WI,53959,SAUK,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"48,405"
521352,UPLAND HILLS HEALTH,800 COMPASSION WAY,DODGEVILLE,WI,53533,IOWA,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"53,604"
521353,CUMBERLAND MEMORIAL HOSPITAL,1110 7TH AVENUE,CUMBERLAND,WI,54829,BARRON,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"36,261"
521354,SOUTHWEST HEALTH CENTER,1400 EAST SIDE RD,PLATTEVILLE,WI,53818,GRANT,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"41,764"
521355,BERLIN MEMORIAL HOSPITAL,225 MEMORIAL DRIVE,BERLIN,WI,54923,GREEN LAKE,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"43,540"
521356,BELLIN HEALTH OCONTO HOSPITAL,820 ARBUTUS AVE,OCONTO,WI,54153,OCONTO,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"44,725"
521357,MERCY WALWORTH HOSPITAL & MEDICAL CENTER,N2950 STATE ROAD 67,LAKE GENEVA,WI,53147,WALWORTH,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,1.138,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"53,089"
521358,MINISTRY DOOR COUNTY MEDICAL CENTER,323 SOUTH 18TH AVENUE,STURGEON BAY,WI,54235,DOOR,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"45,291"
521359,MEMORIAL MEDICAL CENTER,1615 MAPLE LANE,ASHLAND,WI,54806,ASHLAND,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19039,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"38,830"
530002,CAMPBELL COUNTY MEMORIAL HOSPITAL,501 SOUTH BURMA AVENUE,GILLETTE,WY,82716,CAMPBELL,Not Available,18,23.4,3.6,14.8,Not Available,Not Available,Not Available,Not Available,Not Available,0.689,Not Available,10 out of 10,0 out of 10,10 out of 10,Not Available,0 out of 10,0 out of 10,0 out of 10,4 out of 10,0 out of 10,6 out of 10,1 out of 10,8 out of 10,0 out of 10,0 out of 10,Not Available,Not Available,0.87871,0 out of 10,4 out of 10,10 out of 10,0 out of 10,8,14.1,1.5,14,37.6,$496 ,$124 ,"$1,538 ",$708 ,"$2,158 ",$136 ,$565 ,0.89,"67,575"
530006,SHERIDAN MEMORIAL HOSPITAL,1401 W 5TH ST,SHERIDAN,WY,82801,SHERIDAN,Not Available,15.6,19.8,4.6,14.2,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,0 out of 10,3 out of 10,6 out of 10,Not Available,2 out of 10,0 out of 10,0 out of 10,5 out of 10,0 out of 10,0 out of 10,1 out of 10,2 out of 10,0 out of 10,0 out of 10,Not Available,Not Available,0.87209,1 out of 10,0 out of 10,0 out of 10,0 out of 10,4.6666666667,7.5,10.5,14,36.6666666667,$60 ,$17 ,$913 ,$569 ,"$3,595 ",$75 ,$492 ,0.89,"81,981"
530008,SAGEWEST HEALTH CARE,2100 W SUNSET DR,RIVERTON,WY,82501,FREMONT,Not Available,16.1,19.2,4.8,12.6,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,10 out of 10,0 out of 10,1 out of 10,Not Available,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,0 out of 10,4 out of 10,0 out of 10,10 out of 10,Not Available,Not Available,0.89393,10 out of 10,0 out of 10,0 out of 10,0 out of 10,12.0634920635,7.7142857143,Not Available,14.2857142857,34.0634920635,$572 ,$210 ,"$1,969 ",$353 ,"$1,927 ",$59 ,$709 ,0.90,"47,788"
530010,LANDER REGIONAL HOSPITAL,1320 BISHOP RANDALL DR,LANDER,WY,82520,FREMONT,Not Available,18.3,19.9,4.5,14.2,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,0 out of 10,1 out of 10,0 out of 10,Not Available,0 out of 10,0 out of 10,5 out of 10,1 out of 10,0 out of 10,3 out of 10,0 out of 10,2 out of 10,0 out of 10,0 out of 10,Not Available,Not Available,0.8732,0 out of 10,4 out of 10,10 out of 10,0 out of 10,6.6666666667,9.9,10.5,4,31.0666666667,$666 ,$138 ,"$3,064 ",$493 ,"$1,846 ",$72 ,$750 ,0.96,"49,108"
